adsh,cik,company_name,sic,form,fiscal_year,fiscal_period,filing_period,current_period,prior_period,period_gap_days,filed_date,revenue_tag,revenue_unit,revenue_current,revenue_prior,revenue_change,revenue_change_pct,net_income_tag,net_income_unit,net_income_current,net_income_prior,net_income_change,net_income_change_pct,net_margin_current_pct,net_margin_prior_pct,net_margin_change_pp,operating_income_tag,operating_income_unit,operating_income_current,operating_income_prior,operating_income_change,operating_income_change_pct,operating_margin_current_pct,operating_margin_prior_pct,operating_margin_change_pp,profitability_measure_coverage,trend_classification,classification_rule
0001213900-26-005258,0001706524,"URBAN-GRO, INC.",5080,10-K,2024,FY,2024-12-31,2024-12-31,2023-12-31,366,2026-01-16,Revenues,USD,40008850.0,69920048.0,-29911198.0,-42.77914397312771,NetIncomeLoss,USD,-36495826.0,-25437661.0,-11058165.0,-43.47162657761655,-91.21938271157507,-36.38106913198916,-54.83831357958591,OperatingIncomeLoss,USD,-35530119.0,-23285474.0,-12244645.0,-152.58490765530476,-88.80564925010341,-33.30300059290577,-55.50264865719764,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001213900-26-008859,0001781397,EPICQUEST EDUCATION GROUP INTERNATIONAL LTD,8200,20-F,2025,FY,2025-09-30,2025-09-30,2024-09-30,365,2026-01-28,Revenues,USD,8939989.0,8153546.0,786443.0,9.64541072068521,NetIncomeLoss,USD,-2429121.0,-5990123.0,3561002.0,59.44789447562262,-27.171409271308946,-73.46647703956046,46.2950677682515,OperatingIncomeLoss,USD,-4179939.0,-7425017.0,3245078.0,-56.295345855773796,-46.755527327830045,-91.06488146384407,44.30935413601403,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001213900-26-009000,0001809616,UNIVERSE PHARMACEUTICALS INC,2834,20-F,2025,FY,2025-09-30,2025-09-30,2024-09-30,365,2026-01-29,Revenues,USD,17858732000.0,23024458000.0,-5165726000.0,-22.435820204757913,NetIncomeLoss,USD,-3672055000.0,-8727298000.0,5055243000.0,57.924491635326305,-20.56167817513584,-37.904466632830186,17.342788457694347,OperatingIncomeLoss,USD,-2915919000.0,-8019840000.0,5103921000.0,-36.358817632271965,-16.32769336591198,-34.83182970039946,18.504136334487484,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001213900-26-035981,0001646188,ONDAS INC.,3663,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-30,Revenues,USD,50731000.0,7193000.0,43538000.0,605.2829139441124,ProfitLoss,USD,-133380000.0,-38007000.0,-95373000.0,-250.93535401373433,-262.9161656580789,-528.3887112470458,265.4725455889668,OperatingIncomeLoss,USD,-58384000.0,-34609000.0,-23775000.0,-168.69600392961368,-115.08545071061087,-481.1483386625886,366.0628879519777,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001213900-26-036974,0001643953,"PURPLE INNOVATION, INC.",2510,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-31,Revenues,USD,468725000.0,487877000.0,-19152000.0,-3.9255796030556884,NetIncomeLoss,USD,-51414000.0,-97897000.0,46483000.0,47.481536717161916,-10.968905008267107,-20.065918253986148,9.09701324571904,OperatingIncomeLoss,USD,-43029000.0,-92183000.0,49154000.0,-46.67780393348014,-9.180009600512028,-18.894721415438728,9.7147118149267,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001214659-26-002560,0001455741,"RIDGEWOOD ENERGY X FUND, LLC",1382,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-26,RevenueFromContractWithCustomerIncludingAssessedTax,USD,2697000.0,3283000.0,-586000.0,-17.849527870849833,ProfitLoss,USD,609000.0,1281000.0,-672000.0,-52.459016393442624,22.580645161290324,39.01918976545842,-16.4385446041681,OperatingIncomeLoss,USD,371000.0,995000.0,-624000.0,37.28643216080402,13.756025213199852,30.307645446238197,-16.551620233038346,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001274737-26-000009,0001274737,EXAGEN INC.,8071,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-10,RevenueFromContractWithCustomerExcludingAssessedTax,USD,66575000.0,55641000.0,10934000.0,19.65097679768516,NetIncomeLoss,USD,-19951000.0,-15115000.0,-4836000.0,-31.994707244459146,-29.96770559519339,-27.1652198918064,-2.8024857033869868,OperatingIncomeLoss,USD,-14070000.0,-13636000.0,-434000.0,-103.18275154004107,-21.134059331580925,-24.507108067791737,3.3730487362108126,net_income_and_operating_income,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001297989-26-000008,0001297989,"EXLSERVICE HOLDINGS, INC.",7389,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-24,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2087679000.0,1838372000.0,249307000.0,13.56129227381618,NetIncomeLoss,USD,251019000.0,198297000.0,52722000.0,26.587391639813006,12.02383124991917,10.78655462550561,1.237276624413558,OperatingIncomeLoss,USD,313750000.0,263620000.0,50130000.0,119.0160078901449,15.028651435397874,14.339861573174526,0.688789862223349,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001328581-26-000006,0001328581,BOISE CASCADE CO,5030,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-24,RevenueFromContractWithCustomerExcludingAssessedTax,USD,6404595000.0,6724294000.0,-319699000.0,-4.7543875981627215,NetIncomeLoss,USD,132836000.0,376354000.0,-243518000.0,-64.70450692698896,2.0740733801278615,5.596929581008802,-3.5228562008809403,OperatingIncomeLoss,USD,183329000.0,490038000.0,-306709000.0,37.411180357441665,2.8624604678359833,7.287575468889373,-4.425115001053389,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001334978-26-000010,0001334978,"CLEAR CHANNEL OUTDOOR HOLDINGS, INC.",7310,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-26,Revenues,USD,1604140000.0,1505230000.0,98910000.0,6.571088803704417,NetIncomeLoss,USD,19939000.0,-179254000.0,199193000.0,111.12332221317237,1.2429713117308963,-11.908744842980807,13.151716154711702,OperatingIncomeLoss,USD,310606000.0,279183000.0,31423000.0,111.25534147852842,19.362773822733676,18.54753094211516,0.8152428806185164,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001418135-26-000016,0001418135,KEURIG DR PEPPER INC.,2080,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-24,RevenueFromContractWithCustomerExcludingAssessedTax,USD,16603000000.0,15351000000.0,1252000000.0,8.155820467721972,NetIncomeLoss,USD,2079000000.0,1441000000.0,638000000.0,44.274809160305345,12.52183340360176,9.387010618200769,3.134822785400991,OperatingIncomeLoss,USD,3575000000.0,2591000000.0,984000000.0,137.9776148205326,21.532253207251703,16.878379258680216,4.653873948571485,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001437578-26-000006,0001437578,BRIGHT HORIZONS FAMILY SOLUTIONS INC.,8351,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-26,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2933607000.0,2686013000.0,247594000.0,9.217900285665037,NetIncomeLoss,USD,193116000.0,140191000.0,52925000.0,37.75206682311989,6.582885846672714,5.219297151577449,1.3635886950952636,OperatingIncomeLoss,USD,314665000.0,246619000.0,68046000.0,127.59154809645648,10.726215201968088,9.181601131491172,1.5446140704769171,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001437749-26-005086,0001549084,"EKSO BIONICS HOLDINGS, INC.",3569,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-23,RevenueFromContractWithCustomerIncludingAssessedTax,USD,12799000.0,17925000.0,-5126000.0,-28.596931659693166,NetIncomeLoss,USD,-11695000.0,-11330000.0,-365000.0,-3.2215357458075906,-91.37432611922806,-63.20781032078103,-28.166515798447033,OperatingIncomeLoss,USD,-13326000.0,-10460000.0,-2866000.0,-127.39961759082217,-104.11750918040472,-58.35425383542538,-45.763255344979335,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001437749-26-005366,0001120914,PDF SOLUTIONS INC,7372,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-24,RevenueFromContractWithCustomerIncludingAssessedTax,USD,219024000.0,179465000.0,39559000.0,22.04273813835567,NetIncomeLoss,USD,-640000.0,4057000.0,-4697000.0,-115.77520335223072,-0.2922054204105486,2.2606079179784357,-2.5528133383889844,OperatingIncomeLoss,USD,5847000.0,935000.0,4912000.0,625.3475935828877,2.6695704580319966,0.5209929512718358,2.148577506760161,net_income_and_operating_income,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001437749-26-006113,0001280452,MONOLITHIC POWER SYSTEMS INC,3674,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-27,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2790459000.0,2207100000.0,583359000.0,26.431018078020934,NetIncomeLoss,USD,621483000.0,1592058000.0,-970575000.0,-60.963545297972814,22.27171228819345,72.13347831996738,-49.86176603177393,OperatingIncomeLoss,USD,728636000.0,539358000.0,189278000.0,135.09320340108056,26.111689868942708,24.437406551583525,1.6742833173591793,net_income_and_operating_income,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001437749-26-006623,0000846913,"FUEL TECH, INC.",3564,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-03,RevenueFromContractWithCustomerExcludingAssessedTax,USD,26677000.0,25133000.0,1544000.0,6.143317550630645,NetIncomeLoss,USD,-2324000.0,-1943000.0,-381000.0,-19.608852290272775,-8.711624245604828,-7.730871762224964,-0.9807524833798653,OperatingIncomeLoss,USD,-3681000.0,-4702000.0,1021000.0,-78.285835814547,-13.798403118791468,-18.70847093462778,4.910067815836311,net_income_and_operating_income,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001437749-26-007965,0001141240,LIQUIDMETAL TECHNOLOGIES INC,2800,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-12,RevenueFromContractWithCustomerIncludingAssessedTax,USD,784000.0,860000.0,-76000.0,-8.837209302325581,NetIncomeLoss,USD,-2341000.0,-1510000.0,-831000.0,-55.033112582781456,-298.5969387755102,-175.58139534883722,-123.015543426673,OperatingIncomeLoss,USD,-3742000.0,-3313000.0,-429000.0,-112.94898883187443,-477.2959183673469,-385.2325581395349,-92.06336022781207,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001437749-26-008009,0000909494,TUCOWS INC /PA/,7374,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-12,RevenueFromContractWithCustomerIncludingAssessedTax,USD,390300000.0,362275000.0,28025000.0,7.735836036160375,NetIncomeLoss,USD,-75819000.0,-109860000.0,34041000.0,30.985800109229928,-19.425826287471175,-30.325029328548755,10.899203041077577,OperatingIncomeLoss,USD,-23483000.0,-65013000.0,41530000.0,-36.120468214049495,-6.016653856008199,-17.945759436891866,11.929105580883666,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001437749-26-008858,0001818644,"AEYE, INC.",3714,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-18,RevenueFromContractWithCustomerExcludingAssessedTax,USD,233000.0,202000.0,31000.0,15.346534653465346,NetIncomeLoss,USD,-33958000.0,-35460000.0,1502000.0,4.235758601240835,-14574.248927038627,-17554.455445544554,2980.2065185059264,OperatingIncomeLoss,USD,-31731000.0,-35828000.0,4097000.0,-88.56480964608686,-13618.454935622318,-17736.633663366338,4118.178727744018,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001437749-26-009848,0001832487,"GUERRILLA RF, INC.",3674,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-26,RevenueFromContractWithCustomerIncludingAssessedTax,USD,22730411.0,20115900.0,2614511.0,12.997236017279864,NetIncomeLoss,USD,-6986306.0,-10753038.0,3766732.0,35.029467951289675,-30.735502318897797,-53.455415865061966,22.719913546164168,OperatingIncomeLoss,USD,-4660524.0,-8763063.0,4102539.0,-53.18373267429436,-20.503474398241192,-43.56286817890326,23.059393780662067,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001437749-26-010712,0000793306,BLUE DOLPHIN ENERGY CO,1311,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-31,RevenueFromContractWithCustomerExcludingAssessedTax,USD,279385000.0,317519000.0,-38134000.0,-12.009989953357122,NetIncomeLoss,USD,-5601000.0,-8636000.0,3035000.0,35.143584993052336,-2.004760456001575,-2.71983723808654,0.7150767820849647,OperatingIncomeLoss,USD,-1520000.0,-4306000.0,2786000.0,-35.299581978634464,-0.5440521144657015,-1.356139317647133,0.8120872031814312,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001437749-26-010734,0001621672,"SUPER LEAGUE ENTERPRISE, INC.",7373,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-31,RevenueFromContractWithCustomerIncludingAssessedTax,USD,11342000.0,16182000.0,-4840000.0,-29.909776294648374,NetIncomeLoss,USD,-20717000.0,-16635000.0,-4082000.0,-24.53862338443042,-182.65737965085523,-102.79940674823878,-79.85797290261645,OperatingIncomeLoss,USD,-13053000.0,-16754000.0,3701000.0,-77.90975289483109,-115.08552283547876,-103.53479174391299,-11.550731091565769,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001447028-26-000017,0001447028,ARBUTUS BIOPHARMA CORP,2834,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-23,Revenues,USD,14083000.0,6171000.0,7912000.0,128.21260735699238,NetIncomeLoss,USD,-33501000.0,-69920000.0,36419000.0,52.0866704805492,-237.88255343321737,-1133.0416464106304,895.1590929774129,OperatingIncomeLoss,USD,-38160000.0,-76319000.0,38159000.0,-50.00065514485253,-270.9649932542782,-1236.7363474315346,965.7713541772564,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001454938-26-000015,0001454938,TEADS HOLDING CO.,7370,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-16,Revenues,USD,1300461000.0,889875000.0,410586000.0,46.13973872734935,NetIncomeLoss,USD,-517070000.0,-711000.0,-516359000.0,-72624.33192686357,-39.760515694050035,-0.07989886219974715,-39.68061683185029,OperatingIncomeLoss,USD,-399019000.0,-12638000.0,-386381000.0,-3157.295458142111,-30.682888606424953,-1.4201994662171653,-29.262689140207787,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001477932-26-000727,0001701261,"FARMMI, INC.",2033,20-F,2025,FY,2025-09-30,2025-09-30,2024-09-30,365,2026-02-10,Revenues,USD,27971360.0,64131332.0,-36159972.0,-56.384252240386964,NetIncomeLoss,USD,-53098649.0,-4654679.0,-48443970.0,-1040.758557142179,-189.83220336801642,-7.258041981725874,-182.57416138629054,OperatingIncomeLoss,USD,-56116376.0,795685.0,-56912061.0,-7052.586890540855,-200.6208350255404,1.2407117943534995,-201.86154681989393,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001477932-26-001750,0001437925,MERIDIAN HOLDINGS INC./NV,7372,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-31,Revenues,USD,182863373.0,151115532.0,31747841.0,21.008986025341194,NetIncomeLoss,USD,-91982136.0,-1409849.0,-90572287.0,-6424.25444143309,-50.3010168143404,-0.9329610142258573,-49.36805580011453,OperatingIncomeLoss,USD,-96169008.0,2743704.0,-98912712.0,-3505.079556686873,-52.59063442956398,1.8156333526324746,-54.40626778219645,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001493152-26-006698,0002018462,PICOCELA INC.,3640,20-F,2025,FY,2025-09-30,2025-09-30,2024-09-30,365,2026-02-13,RevenueFromContractWithCustomerExcludingAssessedTax,JPY,544690000.0,784403000.0,-239713000.0,-30.559929016079746,NetIncomeLoss,JPY,-626312000.0,-479921000.0,-146391000.0,-30.50314530933216,-114.98503736070059,-61.182963349196775,-53.802074011503805,OperatingIncomeLoss,JPY,-601437000.0,-447184000.0,-154253000.0,-134.49430212172172,-110.4182195377187,-57.00947089697515,-53.40874864074355,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001493152-26-006963,0001982961,ENIGMATIG LTD,8742,20-F,2025,FY,2025-09-30,2025-09-30,2024-09-30,365,2026-02-17,RevenueFromContractWithCustomerExcludingAssessedTax,USD,4451706.0,3967802.0,483904.0,12.195769849402767,NetIncomeLoss,USD,559663.0,821192.0,-261529.0,-31.847485119192587,12.571876938863438,20.696395636677433,-8.124518697813995,OperatingIncomeLoss,USD,537997.0,1022719.0,-484722.0,52.60457662368647,12.085187117028843,25.775454521168143,-13.690267404139304,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001493152-26-009479,0001615063,"INSPIRED ENTERTAINMENT, INC.",7372,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-10,RevenueFromContractWithCustomerExcludingAssessedTax,USD,304100000.0,297100000.0,7000000.0,2.356109054190508,NetIncomeLoss,USD,-17000000.0,64800000.0,-81800000.0,-126.23456790123457,-5.590266359750082,21.810838101649278,-27.401104461399363,OperatingIncomeLoss,USD,30500000.0,30700000.0,-200000.0,99.3485342019544,10.029595527786912,10.333221137664086,-0.3036256098771742,net_income_and_operating_income,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001493152-26-010208,0001948864,HEALTHY CHOICE WELLNESS CORP.,5411,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-16,RevenueFromContractWithCustomerExcludingAssessedTax,USD,78205678.0,69370803.0,8834875.0,12.735725431922706,NetIncomeLoss,USD,-3935802.0,-4506466.0,570664.0,12.66322657266248,-5.032629472248805,-6.496199849380438,1.463570377131633,OperatingIncomeLoss,USD,-2484116.0,-1777478.0,-706638.0,-139.755091202254,-3.1763882924204045,-2.5622854617957933,-0.6141028306246115,net_income_and_operating_income,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001493152-26-011249,0002030954,"TEN HOLDINGS, INC.",7389,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-18,Revenues,USD,3104000.0,3425000.0,-321000.0,-9.372262773722628,NetIncomeLoss,USD,-19509000.0,-2968000.0,-16541000.0,-557.311320754717,-628.5115979381443,-86.65693430656934,-541.854663631575,OperatingIncomeLoss,USD,-13426000.0,-2728000.0,-10698000.0,-492.1554252199413,-432.5386597938144,-79.64963503649635,-352.88902475731805,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001493152-26-011505,0001933567,"NEURAXIS, INC",3845,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-19,RevenueFromContractWithCustomerExcludingAssessedTax,USD,3569282.0,2685925.0,883357.0,32.888371789979246,NetIncomeLoss,USD,-7800555.0,-8241501.0,440946.0,5.350311793931712,-218.54689542602685,-306.84032502769065,88.29342960166375,OperatingIncomeLoss,USD,-7829908.0,-7156817.0,-673091.0,-109.40489326470133,-219.36927370826962,-266.4563232405968,47.087049532327185,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001493152-26-011617,0001886894,"SNAIL, INC.",7372,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-19,RevenueFromContractWithCustomerExcludingAssessedTax,USD,81225622.0,84467047.0,-3241425.0,-3.837502452287695,NetIncomeLoss,USD,-27235125.0,1831940.0,-29067065.0,-1586.682151162156,-33.530214148437054,2.168822120654934,-35.69903626909199,OperatingIncomeLoss,USD,-17263308.0,3889090.0,-21152398.0,-443.8906787963251,-21.253525149982845,4.604268928686474,-25.857794078669322,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001493152-26-012071,0002023153,HOMESTOLIFE LTD,5712,20-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-23,Revenues,USD,377876123.0,335060851.0,42815272.0,12.778357087142956,NetIncomeLoss,USD,16554152.0,8420771.0,8133381.0,96.58712961081592,4.380840966763068,2.51320647424727,1.8676344925157975,OperatingIncomeLoss,USD,19371359.0,9511652.0,9859707.0,203.65924867730652,5.126378149063417,2.8387834542926056,2.287594694770811,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001493152-26-012679,0001140215,"REED'S, INC.",2086,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-25,RevenueFromContractWithCustomerExcludingAssessedTax,USD,34065000.0,37954000.0,-3889000.0,-10.246614322601044,NetIncomeLoss,USD,-15842000.0,-13152000.0,-2690000.0,-20.45316301703163,-46.50521062674299,-34.65247404753122,-11.85273657921177,OperatingIncomeLoss,USD,-15148000.0,-8116000.0,-7032000.0,-186.64366683095122,-44.46792895934243,-21.383780365705853,-23.08414859363658,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001493152-26-012903,0001085243,"VIRTRA, INC",3990,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-26,RevenueFromContractWithCustomerExcludingAssessedTax,USD,22402188.0,26350819.0,-3948631.0,-14.984851134987494,NetIncomeLoss,USD,258446.0,1363681.0,-1105235.0,-81.04791369829161,1.153664097453338,5.1750991117202085,-4.021435014266871,OperatingIncomeLoss,USD,437495.0,1996331.0,-1558836.0,21.91495298124409,1.9529119209248669,7.575973255328421,-5.623061334403554,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001493152-26-013862,0001952853,MASSIMO GROUP,3790,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-31,RevenueFromContractWithCustomerExcludingAssessedTax,USD,71828444.0,109325742.0,-37497298.0,-34.29869060481657,NetIncomeLoss,USD,1509341.0,1761909.0,-252568.0,-14.33490605928002,2.1013137915113407,1.6116140332255875,0.4896997582857533,OperatingIncomeLoss,USD,1979978.0,5049589.0,-3069611.0,39.21067635405575,2.7565375076202403,4.618847224471616,-1.8623097168513763,net_income_and_operating_income,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001493152-26-013931,0001566610,TON STRATEGY CO,7200,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-31,RevenueFromContractWithCustomerExcludingAssessedTax,USD,12779000.0,895000.0,11884000.0,1327.8212290502793,NetIncomeLoss,USD,-148479000.0,-10329000.0,-138150000.0,-1337.4963694452513,-1161.8984271069723,-1154.0782122905027,-7.820214816469573,OperatingIncomeLoss,USD,-36442000.0,-11644000.0,-24798000.0,-312.96805221573345,-285.17098364504267,-1301.0055865921788,1015.8346029471361,net_income_and_operating_income,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001493152-26-013999,0001873722,BUBBLR INC.,7370,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-31,RevenueFromContractWithCustomerExcludingAssessedTax,USD,3369.0,5349.0,-1980.0,-37.01626472237801,NetIncomeLoss,USD,-1270416.0,-1313026.0,42610.0,3.24517564770233,-37708.99376669635,-24547.130304729857,-13161.86346196649,OperatingIncomeLoss,USD,-1210400.0,-1279354.0,68954.0,-94.61024860984529,-35927.5749480558,-23917.629463451114,-12009.94548460469,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001493152-26-014068,0002068385,SHARONAI HOLDINGS INC.,7374,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-31,RevenueFromContractWithCustomerExcludingAssessedTax,USD,1566631.0,438292.0,1128339.0,257.4400171575114,NetIncomeLoss,USD,-39623909.0,-3905281.0,-35718628.0,-914.6237620289039,-2529.243261495528,-891.0226515656229,-1638.2206099299046,OperatingIncomeLoss,USD,-13785941.0,-4029985.0,-9755956.0,-342.0841764919721,-879.9737142951977,-919.4749162658684,39.501201970670685,net_income_and_operating_income,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001499832-26-000020,0001499832,"TOWNSQUARE MEDIA, INC.",4832,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-16,RevenueFromContractWithCustomerExcludingAssessedTax,USD,427380000.0,450982000.0,-23602000.0,-5.233468298069546,NetIncomeLoss,USD,-11516000.0,-12704000.0,1188000.0,9.351385390428211,-2.694557536618466,-2.8169638699548982,0.12240633333643267,OperatingIncomeLoss,USD,44201000.0,21693000.0,22508000.0,203.75697229521043,10.34231831157284,4.810169807220687,5.532148504352151,net_income_and_operating_income,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001528287-26-000011,0001528287,NEUROPACE INC,3841,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-03,RevenueFromContractWithCustomerExcludingAssessedTax,USD,99986000.0,79906000.0,20080000.0,25.129527194453484,NetIncomeLoss,USD,-21465000.0,-27141000.0,5676000.0,20.913009837515197,-21.46800552077291,-33.966160238279976,12.49815471750707,OperatingIncomeLoss,USD,-16338000.0,-21671000.0,5333000.0,-75.39107563102765,-16.340287640269636,-27.120616724651466,10.780329084381826,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
